student_course_id,dataplus,dualpane,externalquiz,forumng,glossary,homepage,oucollaborate,oucontent,ouelluminate,ouwiki,page,questionnaire,quiz,resource,sharedsubpage,subpage,url
100282_BBB_2013J,0.0,0.0,0.0,0.26199500926597574,0.0,0.3663824268784352,0.0,0.0,0.0,0.0,0.0,0.0,0.0731535232064191,0.0811043404585796,0.0,0.1654879448656232,0.09041574680216741
100561_DDD_2014J,0.0,0.0,0.5995504153394993,0.6120617811141003,0.0,0.6080521841686028,0.43148967413538536,0.49206413958317324,0.0,0.0,0.0,0.0,0.0,0.5082635891777636,0.0,0.6050969856564266,0.4560926614662562
100621_CCC_2014B,0.0,0.0,0.0,0.07308165963054633,0.0,0.3861618436305725,0.0,0.24086946058017789,0.0,0.0,0.0,0.0,0.0731535232064191,0.12854733827257037,0.0,0.3382129126565599,0.09041574680216741
100788_CCC_2014J,0.0,0.0,0.0,0.5217702618508154,0.0,0.6274568390205698,0.12036100072137051,0.40709816818866246,0.0,0.0,0.19195872000656014,0.0,0.6792598866984749,0.5004076979208796,0.0,0.5436159513432887,0.43466058542091357
1008675_BBB_2013B,0.0,0.0,0.0,0.7305072526666473,0.0,0.7165062742842535,0.0,0.0,0.26931439506430976,0.0,0.0,0.0,0.5349631529752208,0.4810085401961103,0.0,0.5071612249869947,0.3907703563245095
100893_AAA_2013J,0.4180197953240188,0.0,0.0,0.5846532770443706,0.0,0.5721149973696646,0.12036100072137051,0.595668600032448,0.0,0.0,0.0,0.0,0.0,0.22768866938662913,0.0,0.5037008575221831,0.40900123246276804
101116_AAA_2014J,0.4653742283626316,0.0,0.0,0.6916100671527836,0.13748848236203193,0.6688738252726024,0.0,0.6803922598265156,0.0,0.0,0.0,0.0,0.0,0.4529647001068888,0.0,0.5544209993255825,0.44793735920817174
101279_DDD_2014J,0.0,0.0,0.0,0.3104455926727171,0.33027118926103005,0.39319243951771504,0.19076767269264427,0.35716692946462203,0.0,0.0,0.0,0.0,0.0,0.28057491979113447,0.0,0.2748695267071423,0.18083149360433481
101781_AAA_2013J,0.7507171300685705,0.0,0.0,0.6817550458429925,0.0,0.7360435964176621,0.0,0.848518139487016,0.0,0.0,0.0,0.0,0.0,0.3562360076591995,0.0,0.6683078071072768,0.665238559133328
1018685_DDD_2013B,0.0,0.0,0.5048865423190002,0.4579871609443537,0.0,0.614899258339017,0.0,0.4451236927508709,0.8048837633637118,0.36995679932172904,0.19195872000656014,0.0,0.0,0.40912225806370484,0.0,0.5973426810449425,0.611950440219429
102067_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.3663824268784352,0.0,0.3897529540580474,0.0,0.0,0.0,0.0,0.0731535232064191,0.22768866938662913,0.0,0.0827439724328116,0.0
102209_CCC_2014J,0.0,0.0,0.0,0.5171854287318104,0.0,0.5189837181201442,0.0,0.1519717094067415,0.0,0.0,0.0,0.0,0.5706633118597725,0.39400334457013597,0.0,0.4570414582229084,0.18083149360433481
102221_DDD_2014J,0.0,0.0,0.18838038882769834,0.6627613673766221,0.0,0.6240097367254841,0.5286637204915626,0.4220701814205399,0.0,0.0,0.0,0.0,0.0,0.44541312327322646,0.0,0.5509268673806442,0.4032028401122895
1023623_CCC_2014J,0.0,0.0,0.0,0.469642093498915,0.0,0.6153727449626064,0.0,0.7485935712351126,0.0,0.0,0.3042473728968298,0.0,0.6367212120464183,0.4902265985222844,0.0,0.557815758479486,0.37702688311443566
102806_AAA_2013J,0.36006265331338533,0.0,0.0,0.6355888205701686,0.0,0.7123952663722771,0.0,0.7413602711285685,0.0,0.0,0.0,0.0,0.0,0.33151097788856065,0.0,0.528925736612187,0.09041574680216741
102849_BBB_2013B,0.0,0.0,0.0,0.0,0.0,0.07794641540969073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102850_DDD_2013J,0.0,0.0,0.4525223784764141,0.6832205689460212,0.32099676849636205,0.6458174031878101,0.38153534538528866,0.6196508239668499,0.0,0.584644005311037,0.0,0.0,0.0,0.4866260427514776,0.0,0.6784734624592278,0.43466058542091357
102952_AAA_2013J,0.4653742283626316,0.0,0.0,0.5677118027706927,0.0,0.5795026202479849,0.0,0.7027116763438291,0.0,0.0,0.0,0.0,0.0,0.3668805089695263,0.0,0.5532676152932285,0.4249937674142962
1031884_CCC_2014J,0.0,0.0,0.0,0.5955970450626665,0.0,0.5894496894271224,0.41638065154633574,0.4372900455736376,0.0,0.0,0.3839174400131203,0.0,0.7290322319381948,0.46455921066655576,0.0,0.5782715330638887,0.18083149360433481
1031884_DDD_2014B,0.0,0.0,0.4260899734292085,0.583826335174441,0.0,0.6049850965877145,0.48144400288548206,0.49082543244013266,0.0,0.5831516631490182,0.0,0.0,0.0,0.5097734014777154,0.0,0.6870878053152779,0.4198777254403494
1033968_DDD_2014B,0.0,0.0,0.18838038882769834,0.0,0.0,0.36197194367104424,0.12036100072137051,0.35286738169957116,0.0,0.1810202630287695,0.0,0.0,0.0,0.3668805089695263,0.0,0.4926738553662002,0.18083149360433481
1033968_DDD_2014J,0.0,0.0,0.0,0.0,0.0,0.15589283081938146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103496_BBB_2014J,0.0,0.0,0.0,0.4823325839239913,0.17349114859118098,0.596930133529835,0.41638065154633574,0.6940871911669528,0.0,0.0,0.0,0.0,0.5617810256724054,0.5082635891777636,0.0,0.4964638345968696,0.2712472404065022
1035023_AAA_2013J,0.7907547327201655,0.0,0.0,0.5148160133343767,0.0,0.675154553795496,0.0,0.7833743722908068,0.0,0.0,0.0,0.0,0.0,0.3562360076591995,0.0,0.4716770268927709,0.14330556815613413
103535_BBB_2014B,0.0,0.0,0.0,0.4844843840781671,0.08674557429559049,0.5465000321829667,0.0,0.3227824028269753,0.0,0.0,0.0,0.0,0.46635659498287413,0.34452535929369604,0.0,0.40992988293338856,0.25382909181657876
103800_DDD_2013J,0.0,0.0,0.11885479230075506,0.0,0.0,0.472829907951656,0.0,0.3284054002565271,0.0,0.38448047790535234,0.0,0.0,0.0,0.3616792602497141,0.0,0.4570414582229084,0.0
1038161_CCC_2014B,0.0,0.0,0.0,0.1889133496354294,0.0,0.5572971590511516,0.0,0.28118107476125126,0.0,0.0,0.19195872000656014,0.0,0.598024615625565,0.460058316161131,0.0,0.4761822528329461,0.32413706176046897
103891_DDD_2014J,0.0,0.0,0.0,0.21924497889163896,0.13748848236203193,0.3250307063896777,0.12036100072137051,0.42663852641652367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21389006589952309,0.18083149360433481
103904_DDD_2013B,0.0,0.0,0.577394322176903,0.6422345037118515,0.0,0.7019561521351748,0.0,0.4220701814205399,0.3126643301287076,0.5946384951405523,0.19195872000656014,0.0,0.0,0.5456635511251353,0.0,0.6780667352559084,0.525076332223081
103998_BBB_2014J,0.0,0.0,0.0,0.2855220487220442,0.0,0.21882325295714194,0.0,0.3652909726150033,0.0,0.0,0.0,0.0,0.0,0.12854733827257037,0.0,0.0,0.0
1040037_EEE_2014J,0.0,0.0,0.0,0.4479381752236602,0.0,0.4029771217993684,0.12036100072137051,0.43524093141290465,0.0,0.0,0.0,0.0,0.5043802112521784,0.12854733827257037,0.0,0.0,0.23372131495830156
104054_BBB_2013B,0.0,0.0,0.0,0.6984053227447891,0.13748848236203193,0.6773541917896299,0.0,0.07598585470337076,0.0,0.0,0.0,0.0,0.4989201199989708,0.41261531834714027,0.0,0.557815758479486,0.45998675211992596
