student_course_id,factor_0,factor_1,factor_2,factor_3,factor_4
100282_BBB_2013J,0.07283814851423205,0.011854178477572159,0.05500796821661165,0.06365799500777161,0.10589254021408988
100561_DDD_2014J,0.24095630574019047,0.03954502280176621,0.18121218649301732,0.21108334109817314,0.3474727555990827
100621_CCC_2014B,0.0922571444379466,0.015035783501669469,0.06963005244985174,0.08067308572642372,0.13395942443079042
100788_CCC_2014J,0.23846420329390966,0.03868222424380007,0.18041004074543318,0.20824652951912864,0.34779125294476904
1008675_BBB_2013B,0.21806307996626295,0.03539632946814466,0.16490072333899458,0.19045104522377304,0.31782217829195997
100893_AAA_2013J,0.20050683662406837,0.03277787464833364,0.15109591349304408,0.17549300621938038,0.29029008506392034
101116_AAA_2014J,0.23850015019476842,0.03897589263883281,0.17975144158315937,0.20872087536196857,0.34540560532744335
101279_DDD_2014J,0.1300032211993453,0.02126727414658616,0.09793544664843665,0.11376946608299708,0.18805024508356893
101781_AAA_2013J,0.26701693459999654,0.04364470486422107,0.20122508306003567,0.23371966500737051,0.38666015461920866
1018685_DDD_2013B,0.23138204312249677,0.03805468312516037,0.17379645475583222,0.2030021284844145,0.333142545470677
102067_BBB_2014J,0.07872566415589505,0.012820077975406336,0.059449415492060544,0.06883488613721356,0.1144115135198996
102209_CCC_2014J,0.17856447799853212,0.02892271855694412,0.13518840648883843,0.1558554777389927,0.26078186921298707
102221_DDD_2014J,0.22617045942707845,0.03703784450133516,0.17028817070818256,0.1979906674794108,0.3268203339968117
1023623_CCC_2014J,0.25046819302804296,0.040655291966934286,0.189435714276431,0.21880265519230233,0.3651168046694362
102806_AAA_2013J,0.21496317086918926,0.03510925262188219,0.1620670845649282,0.18809271545419234,0.31149397720256333
102849_BBB_2013B,0.0064980994976570425,0.0010572352441228993,0.004908408732595287,0.005678827976147389,0.009450235154268061
102850_DDD_2013J,0.27406465814367487,0.045079037819009744,0.20587727629323788,0.24039007243669178,0.39448089043037543
102952_AAA_2013J,0.21654338980540422,0.0353890135110064,0.1632025157394473,0.1895224395770117,0.3136106008401208
1031884_CCC_2014J,0.24124010612331828,0.03913036580136475,0.182527695403886,0.21063171499459407,0.3518183994422774
1031884_DDD_2014B,0.2551755324907642,0.041979043252642984,0.19167227187115546,0.22383629189453821,0.3672322864646612
1033968_DDD_2014B,0.12873157935217577,0.02113233801434437,0.09680079407345317,0.11282959462994537,0.18564278635648768
1033968_DDD_2014J,0.012996198995314085,0.0021144704882457986,0.009816817465190574,0.011357655952294777,0.018900470308536123
103496_BBB_2014J,0.2435482728363302,0.03960332507358048,0.18404796833437856,0.21280260436608975,0.3543528602161718
1035023_AAA_2013J,0.20692376342315438,0.03380291553881253,0.15599115699265606,0.18107308629934393,0.29979639646586465
103535_BBB_2014B,0.18354270495444602,0.029789278067995115,0.1388186534556791,0.16030668990665586,0.2675536380543036
103800_DDD_2013J,0.12576437215454842,0.020656067271989674,0.09454262189129116,0.11029916486746419,0.1813177930160965
1038161_CCC_2014B,0.18195760843866676,0.029468711293010062,0.1377685570962404,0.158830563891431,0.26579022167062905
103891_DDD_2014J,0.09900162483184471,0.016196994056618653,0.07458238329382247,0.0866745919734985,0.14322649740236623
103904_DDD_2013B,0.2637678332509828,0.0433831070832663,0.19812334081036537,0.23141911874561985,0.3797456077455339
103998_BBB_2014J,0.07012650733808515,0.011451860374621077,0.05287941933052517,0.06137087431876379,0.10164163362695608
1040037_EEE_2014J,0.1381957171062011,0.02237862141079689,0.10465555966705088,0.12065274668685172,0.20190314634631265
104054_BBB_2013B,0.2190250586889638,0.03557060353334739,0.1655897561053993,0.19131217654940452,0.3190634610276283
104476_AAA_2013J,0.2786331171483235,0.04556795550731997,0.20993231348182045,0.24389006476622987,0.4032323082202476
104480_CCC_2014J,0.10496943189659551,0.01692068482657877,0.07966810507689207,0.09149282566375255,0.15399880792005854
1044992_DDD_2013B,0.2481803245063499,0.04086046495938275,0.18632155380081855,0.21782067118508638,0.3569678859295648
1045203_AAA_2014J,0.27627238450032554,0.04518068264855879,0.2081535242121432,0.24180675376772803,0.3998089487303618
104643_DDD_2013J,0.2676647985924179,0.04399945692667639,0.2011373177521679,0.2347535627498017,0.3855083789971811
1047645_CCC_2014B,0.046254606090792016,0.007549278812412748,0.03488399786081612,0.04046741071222285,0.06707397589413802
104772_DDD_2013J,0.2419842736692408,0.03979419049813834,0.18179613810087789,0.21225609581706822,0.34839196350488283
104772_DDD_2014J,0.15459673479501757,0.025298305751211298,0.11644068023840985,0.1353628453914074,0.2236186755617429
1049036_DDD_2014B,0.2501610759898108,0.041188034154284466,0.18782101573714607,0.21955254501600005,0.3597886774244551
105168_CCC_2014J,0.18762460556189148,0.03041184178459561,0.14200673470621572,0.16380206545785228,0.27383579035323574
105168_EEE_2013J,0.196280957806614,0.031881531891611595,0.1484026606368603,0.17153107020082203,0.2859653189005584
1053702_EEE_2013J,0.24121045640603545,0.039384227290562526,0.18189327393254018,0.2113147227391913,0.3498359841463666
105413_CCC_2014J,0.23058410393620188,0.0374023260419732,0.1744490925892028,0.20137340397707548,0.336329761219136
105523_CCC_2014B,0.21106778354886158,0.034223868796229226,0.1597264950193463,0.1843186644224557,0.3079822877384652
105523_DDD_2013J,0.2349540883819444,0.03862620434348134,0.1765436154308552,0.2060579695342433,0.3383618664302415
105527_BBB_2013J,0.19879516684900628,0.03228070757506624,0.15031528752715656,0.17365776050270695,0.28965373957208035
1057883_CCC_2014B,0.18252718373533222,0.029559097218771178,0.13820213389930555,0.15931115955465305,0.2666209271652609
105851_BBB_2013J,0.18635350136610532,0.030247285924098283,0.14094170245325896,0.1627736537813989,0.27164307120877995
105883_BBB_2013J,0.2897003876189145,0.04707831055948701,0.21896226532435964,0.253129199021019,0.42180519486025986
106095_BBB_2014J,0.22672206599213207,0.03679958630005092,0.17149595862363454,0.19799387988643333,0.3304538202013854
106247_AAA_2013J,0.17648742643096585,0.028840760526387517,0.13302536069340937,0.15444372803884285,0.2555959994376365
106553_DDD_2014J,0.17481651707375617,0.028627189426163328,0.1316180448781964,0.15308715272925674,0.252689365895939
106577_AAA_2013J,0.17858268003257885,0.02916377843350502,0.1346491719223785,0.15625117730122381,0.25880366013223066
106588_BBB_2013J,0.2205837550127946,0.035847399921268085,0.16671909694067558,0.19273125345266598,0.3211550013897732
106793_BBB_2014J,0.13913881875901202,0.022722955219742796,0.10491090235192102,0.12175107073280816,0.20164751390891816
1068316_CCC_2014J,0.22604108186607025,0.036639397344229635,0.1710741560412266,0.19735044163049517,0.329906042787265
1068316_DDD_2013B,0.2646674528999586,0.043523714025383575,0.19881325679346096,0.23219601553417135,0.3811047066177828
107028_CCC_2014B,0.09376927273760544,0.01515498805955275,0.0710674544098414,0.0817842889569715,0.1372216156404325
107339_CCC_2014B,0.27028426141358475,0.043872156875790436,0.20442918218463685,0.23607135726375092,0.39394855577672483
107339_EEE_2013J,0.26278815592641375,0.04290832269754648,0.19815804314025284,0.2301853751914187,0.38109393963632354
1073766_CCC_2014B,0.26476345745804986,0.04296441341176044,0.2002782192928962,0.2312385476404971,0.38601602559204573
1073766_EEE_2013J,0.27390384402398193,0.044730237554400885,0.2065227341884971,0.23992785174982234,0.3971523084083314
107489_AAA_2014J,0.2713565835872331,0.044365861502165364,0.2044718339755789,0.23751088963878947,0.39281369122926846
1076015_CCC_2014J,0.20390485099937516,0.033071109613442985,0.15427609070451145,0.1780647943738518,0.2974406248144609
107713_BBB_2014B,0.11886989750421942,0.019252232010019067,0.08999748090928762,0.10375037022897171,0.17361608157589692
1078701_CCC_2014J,0.26845694570811796,0.0435568531088105,0.20308590009820104,0.23444565143308535,0.39144329626070556
1078701_DDD_2014J,0.24943652507631967,0.04089334901490773,0.1876973259427032,0.2184176146120873,0.3600406771499181
107883_CCC_2014J,0.19229490749196587,0.031185692586949434,0.145495585347514,0.1679083325664459,0.280511267853062
1080206_DDD_2013J,0.28504316504695615,0.04694590098010764,0.21397906899359695,0.2500972272661455,0.4097425600106518
108118_BBB_2013J,0.1893814727766297,0.030744498670927406,0.14321482691765575,0.16542533776242044,0.27600627298068275
1082062_DDD_2014J,0.24990182857682988,0.04092575987603078,0.18814927977787316,0.2187667825492992,0.3610989760680728
108281_EEE_2014J,0.21918348340023255,0.0356312713625456,0.16565659902170726,0.19156241012510264,0.3190452690140675
